"tier","name","kind","url","evidence","qualification","action"
"secondary","Janes","peer/research","https://www.linkedin.com/company/janes-defence","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Sayari","peer/research","https://www.linkedin.com/company/sayarilabs","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","OpenCorporates","peer/research","https://www.linkedin.com/company/opencorporates","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","OpenSanctions","peer/research","https://www.linkedin.com/company/opensanctions","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","ACLED","peer/research","https://www.linkedin.com/company/acleddata","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","SIPRI","peer/research","https://www.linkedin.com/company/sipri","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Brookings","peer/research","https://www.linkedin.com/company/the-brookings-institution","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Atlantic Council","peer/research","https://www.linkedin.com/company/atlantic-council","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","FDD","peer/research","https://www.linkedin.com/company/foundation-for-defense-of-democracies","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Carnegie Endowment","peer/research","https://www.linkedin.com/company/carnegieendowment","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","INSA","peer/research","https://www.linkedin.com/company/intelligence-and-national-security-alliance","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","GAO","primary-source institution","https://www.gao.gov/widgets/reports","official recent-reports surface observed; exact social identity pending","source and practitioner watch; not sales prospect","official feed first; social follow only where account confirmed"
"secondary","CBO","primary-source institution","https://www.cbo.gov","official research/source surface observed; exact social identity pending","source and practitioner watch; not sales prospect","official feed first; social follow only where account confirmed"
"secondary","Congressional Research Service","primary-source institution","https://www.congress.gov/crs-products","official research/source surface observed; exact social identity pending","source and practitioner watch; not sales prospect","official feed first; social follow only where account confirmed"
"secondary","GSA","primary-source institution","https://www.gsa.gov","official research/source surface observed; exact social identity pending","source and practitioner watch; not sales prospect","official feed first; social follow only where account confirmed"
"secondary","SBA","primary-source institution","https://www.sba.gov","official research/source surface observed; exact social identity pending","source and practitioner watch; not sales prospect","official feed first; social follow only where account confirmed"
"secondary","U.S. Treasury","primary-source institution","https://home.treasury.gov","official research/source surface observed; exact social identity pending","source and practitioner watch; not sales prospect","official feed first; social follow only where account confirmed"
"secondary","Federal Register","primary-source institution","https://www.federalregister.gov","official research/source surface observed; exact social identity pending","source and practitioner watch; not sales prospect","official feed first; social follow only where account confirmed"
"secondary","SEC","primary-source institution","https://www.sec.gov","official research/source surface observed; exact social identity pending","source and practitioner watch; not sales prospect","official feed first; social follow only where account confirmed"
"secondary","USAspending","primary-source institution","https://api.usaspending.gov","official research/source surface observed; exact social identity pending","source and practitioner watch; not sales prospect","official feed first; social follow only where account confirmed"
"secondary","Federal Acquisition Institute","primary-source institution","https://www.fai.gov","official research/source surface observed; exact social identity pending","source and practitioner watch; not sales prospect","official feed first; social follow only where account confirmed"
